direction,header,value,algorithm,library,severity,url
"RESPONSE","strict-transport-security","","","","HIGH","https://app.neilpatel.com/en/register/?mpsource=signup_popup"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://app.neilpatel.com/en/register/?mpsource=signup_popup"
"RESPONSE","server","AmazonS3","","","LOW",""
"RESPONSE","strict-transport-security","","","","HIGH","https://app.neilpatel.com/site.webmanifest"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://app.neilpatel.com/site.webmanifest"
"RESPONSE","server","AmazonS3","","","LOW",""
"RESPONSE","strict-transport-security","","","","HIGH","https://k.clarity.ms/collect"
"RESPONSE","content-security-policy","","","","HIGH","https://k.clarity.ms/collect"
"RESPONSE","x-frame-options","","","","MEDIUM","https://k.clarity.ms/collect"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://k.clarity.ms/collect"
"RESPONSE","server","nginx","","","LOW",""
"RESPONSE","strict-transport-security","","","","HIGH","https://analytics.tiktok.com/api/v2/pixel/inter"
"RESPONSE","content-security-policy","","","","HIGH","https://analytics.tiktok.com/api/v2/pixel/inter"
"RESPONSE","x-frame-options","","","","MEDIUM","https://analytics.tiktok.com/api/v2/pixel/inter"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://analytics.tiktok.com/api/v2/pixel/inter"
"RESPONSE","strict-transport-security","","","","HIGH","https://k.clarity.ms/collect"
"RESPONSE","content-security-policy","","","","HIGH","https://k.clarity.ms/collect"
"RESPONSE","x-frame-options","","","","MEDIUM","https://k.clarity.ms/collect"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://k.clarity.ms/collect"
"RESPONSE","server","nginx","","","LOW",""
"RESPONSE","strict-transport-security","","","","HIGH","https://app.neilpatel.com/cdn-cgi/challenge-platform/h/g/rc/9dbb46cfd96aacc5"
"RESPONSE","content-security-policy","","","","HIGH","https://app.neilpatel.com/cdn-cgi/challenge-platform/h/g/rc/9dbb46cfd96aacc5"
"RESPONSE","x-frame-options","","","","MEDIUM","https://app.neilpatel.com/cdn-cgi/challenge-platform/h/g/rc/9dbb46cfd96aacc5"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://app.neilpatel.com/cdn-cgi/challenge-platform/h/g/rc/9dbb46cfd96aacc5"
"RESPONSE","server","CloudFront","","","LOW",""
"RESPONSE","strict-transport-security","","","","HIGH","https://k.clarity.ms/collect"
"RESPONSE","content-security-policy","","","","HIGH","https://k.clarity.ms/collect"
"RESPONSE","x-frame-options","","","","MEDIUM","https://k.clarity.ms/collect"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://k.clarity.ms/collect"
"RESPONSE","server","nginx","","","LOW",""
"RESPONSE","content-security-policy","","","","HIGH","https://analytics-ipv6.tiktokw.us/ipv6/enrich_ipv6"
"RESPONSE","x-frame-options","","","","MEDIUM","https://analytics-ipv6.tiktokw.us/ipv6/enrich_ipv6"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://analytics-ipv6.tiktokw.us/ipv6/enrich_ipv6"
"RESPONSE","access-control-allow-origin","","","","HIGH","https://analytics-ipv6.tiktokw.us/ipv6/enrich_ipv6"
"RESPONSE","server","nginx","","","LOW",""
"RESPONSE","content-security-policy","","","","HIGH","https://track-eu1.hubspot.com/__ptc.gif?_hs_tag_name=BUTTON&_hs_element_id=&_hs_"
"RESPONSE","x-frame-options","","","","MEDIUM","https://track-eu1.hubspot.com/__ptc.gif?_hs_tag_name=BUTTON&_hs_element_id=&_hs_"
"RESPONSE","server","cloudflare","","","LOW",""
"RESPONSE","strict-transport-security","","","","HIGH","https://analytics.tiktok.com/api/v2/pixel"
"RESPONSE","content-security-policy","","","","HIGH","https://analytics.tiktok.com/api/v2/pixel"
"RESPONSE","x-frame-options","","","","MEDIUM","https://analytics.tiktok.com/api/v2/pixel"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://analytics.tiktok.com/api/v2/pixel"
"RESPONSE","access-control-allow-origin","","","","HIGH","https://analytics.tiktok.com/api/v2/pixel"
"RESPONSE","server","nginx","","","LOW",""
"RESPONSE","strict-transport-security","","","","HIGH","https://app.neilpatel.com/api/user/signup"
"RESPONSE","content-security-policy","","","","HIGH","https://app.neilpatel.com/api/user/signup"
"RESPONSE","x-frame-options","","","","MEDIUM","https://app.neilpatel.com/api/user/signup"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://app.neilpatel.com/api/user/signup"
"RESPONSE","strict-transport-security","","","","HIGH","https://analytics.tiktok.com/api/v2/pixel/act"
"RESPONSE","content-security-policy","","","","HIGH","https://analytics.tiktok.com/api/v2/pixel/act"
"RESPONSE","x-frame-options","","","","MEDIUM","https://analytics.tiktok.com/api/v2/pixel/act"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://analytics.tiktok.com/api/v2/pixel/act"
"RESPONSE","access-control-allow-origin","","","","HIGH","https://analytics.tiktok.com/api/v2/pixel/act"
"RESPONSE","server","nginx","","","LOW",""
"RESPONSE","content-security-policy","","","","HIGH","https://www.facebook.com/tr/"
"RESPONSE","x-frame-options","","","","MEDIUM","https://www.facebook.com/tr/"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://www.facebook.com/tr/"
"RESPONSE","server","proxygen-bolt","","","LOW",""
"RESPONSE","strict-transport-security","","","","HIGH","https://analytics.tiktok.com/api/v2/pixel/inter"
"RESPONSE","content-security-policy","","","","HIGH","https://analytics.tiktok.com/api/v2/pixel/inter"
"RESPONSE","x-frame-options","","","","MEDIUM","https://analytics.tiktok.com/api/v2/pixel/inter"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://analytics.tiktok.com/api/v2/pixel/inter"
"RESPONSE","content-security-policy","","","","HIGH","https://www.facebook.com/tr/"
"RESPONSE","x-frame-options","","","","MEDIUM","https://www.facebook.com/tr/"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://www.facebook.com/tr/"
"RESPONSE","server","proxygen-bolt","","","LOW",""
"RESPONSE","strict-transport-security","","","","HIGH","https://analytics.tiktok.com/api/v2/pixel/act"
"RESPONSE","content-security-policy","","","","HIGH","https://analytics.tiktok.com/api/v2/pixel/act"
"RESPONSE","x-frame-options","","","","MEDIUM","https://analytics.tiktok.com/api/v2/pixel/act"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://analytics.tiktok.com/api/v2/pixel/act"
"RESPONSE","access-control-allow-origin","","","","HIGH","https://analytics.tiktok.com/api/v2/pixel/act"
"RESPONSE","server","nginx","","","LOW",""
"RESPONSE","strict-transport-security","","","","HIGH","https://app.neilpatel.com/api/user/signup"
"RESPONSE","content-security-policy","","","","HIGH","https://app.neilpatel.com/api/user/signup"
"RESPONSE","x-frame-options","","","","MEDIUM","https://app.neilpatel.com/api/user/signup"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://app.neilpatel.com/api/user/signup"
"RESPONSE","strict-transport-security","","","","HIGH","https://analytics.tiktok.com/api/v2/pixel"
"RESPONSE","content-security-policy","","","","HIGH","https://analytics.tiktok.com/api/v2/pixel"
"RESPONSE","x-frame-options","","","","MEDIUM","https://analytics.tiktok.com/api/v2/pixel"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://analytics.tiktok.com/api/v2/pixel"
"RESPONSE","access-control-allow-origin","","","","HIGH","https://analytics.tiktok.com/api/v2/pixel"
"RESPONSE","server","nginx","","","LOW",""
"RESPONSE","strict-transport-security","","","","HIGH","https://k.clarity.ms/collect"
"RESPONSE","content-security-policy","","","","HIGH","https://k.clarity.ms/collect"
"RESPONSE","x-frame-options","","","","MEDIUM","https://k.clarity.ms/collect"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://k.clarity.ms/collect"
"RESPONSE","server","nginx","","","LOW",""
"RESPONSE","strict-transport-security","","","","HIGH","https://analytics.tiktok.com/api/v2/pixel/inter"
"RESPONSE","content-security-policy","","","","HIGH","https://analytics.tiktok.com/api/v2/pixel/inter"
"RESPONSE","x-frame-options","","","","MEDIUM","https://analytics.tiktok.com/api/v2/pixel/inter"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://analytics.tiktok.com/api/v2/pixel/inter"
"RESPONSE","strict-transport-security","","","","HIGH","https://sentry.neilpatelapi.com/api/3/envelope/?sentry_version=7&sentry_key=c084"
"RESPONSE","content-security-policy","","","","HIGH","https://sentry.neilpatelapi.com/api/3/envelope/?sentry_version=7&sentry_key=c084"
"RESPONSE","x-frame-options","","","","MEDIUM","https://sentry.neilpatelapi.com/api/3/envelope/?sentry_version=7&sentry_key=c084"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://sentry.neilpatelapi.com/api/3/envelope/?sentry_version=7&sentry_key=c084"
"RESPONSE","access-control-allow-origin","","","","HIGH","https://sentry.neilpatelapi.com/api/3/envelope/?sentry_version=7&sentry_key=c084"
"RESPONSE","server","nginx","","","LOW",""
"RESPONSE","strict-transport-security","","","","HIGH","https://sentry.neilpatelapi.com/api/3/envelope/?sentry_version=7&sentry_key=c084"
"RESPONSE","content-security-policy","","","","HIGH","https://sentry.neilpatelapi.com/api/3/envelope/?sentry_version=7&sentry_key=c084"
"RESPONSE","x-frame-options","","","","MEDIUM","https://sentry.neilpatelapi.com/api/3/envelope/?sentry_version=7&sentry_key=c084"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://sentry.neilpatelapi.com/api/3/envelope/?sentry_version=7&sentry_key=c084"
"RESPONSE","access-control-allow-origin","","","","HIGH","https://sentry.neilpatelapi.com/api/3/envelope/?sentry_version=7&sentry_key=c084"
"RESPONSE","server","nginx","","","LOW",""
"RESPONSE","strict-transport-security","","","","HIGH","https://analytics.tiktok.com/api/v2/pixel/inter"
"RESPONSE","content-security-policy","","","","HIGH","https://analytics.tiktok.com/api/v2/pixel/inter"
"RESPONSE","x-frame-options","","","","MEDIUM","https://analytics.tiktok.com/api/v2/pixel/inter"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://analytics.tiktok.com/api/v2/pixel/inter"
"RESPONSE","strict-transport-security","","","","HIGH","https://fink.neilpatelapi.com/track/?verbose=1&ip=1&_=1773407456379"
"RESPONSE","content-security-policy","","","","HIGH","https://fink.neilpatelapi.com/track/?verbose=1&ip=1&_=1773407456379"
"RESPONSE","x-frame-options","","","","MEDIUM","https://fink.neilpatelapi.com/track/?verbose=1&ip=1&_=1773407456379"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://fink.neilpatelapi.com/track/?verbose=1&ip=1&_=1773407456379"
"RESPONSE","content-security-policy","","","","HIGH","https://fink.neilpatelapi.com/track/?verbose=1&ip=1&_=1773407457061"
"RESPONSE","x-frame-options","","","","MEDIUM","https://fink.neilpatelapi.com/track/?verbose=1&ip=1&_=1773407457061"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://fink.neilpatelapi.com/track/?verbose=1&ip=1&_=1773407457061"
"RESPONSE","server","nginx/1.29.4","","","LOW",""
"RESPONSE","strict-transport-security","","","","HIGH","https://k.clarity.ms/collect"
"RESPONSE","content-security-policy","","","","HIGH","https://k.clarity.ms/collect"
"RESPONSE","x-frame-options","","","","MEDIUM","https://k.clarity.ms/collect"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://k.clarity.ms/collect"
"RESPONSE","server","nginx","","","LOW",""
"RESPONSE","strict-transport-security","","","","HIGH","https://k.clarity.ms/collect"
"RESPONSE","content-security-policy","","","","HIGH","https://k.clarity.ms/collect"
"RESPONSE","x-frame-options","","","","MEDIUM","https://k.clarity.ms/collect"
"RESPONSE","x-content-type-options","","","","MEDIUM","https://k.clarity.ms/collect"
"RESPONSE","server","nginx","","","LOW",""
"REQUEST_JS","Authorization","Bearer app#unlogged__600bc1e73c24c6cb166d22f88a7b2cc7e38eef71","UNKNOWN","None","HIGH","/api/geolocation"
"REQUEST_JS","Authorization","Bearer app#unlogged__600bc1e73c24c6cb166d22f88a7b2cc7e38eef71","UNKNOWN","None","HIGH","/api/projects"
"REQUEST_JS","Authorization","Bearer app#unlogged__600bc1e73c24c6cb166d22f88a7b2cc7e38eef71","UNKNOWN","None","HIGH","/api/user/limits"
"REQUEST_JS","authorization","Basic MGY0N2FhZTBkYmVkYzAzYjkwNTRiM2JlMTA0ZWE1NTc6","UNKNOWN","None","HIGH","https://fink.neilpatelapi.com/record/?%24current_url=https%3A%2F%2Fapp.neilpatel"
"REQUEST_JS","X-UBS-APP","9929edf1a7e25c9b529916e662b37846b200285e1ab1213a57638a27b0096214f45f6d77a579ca43","SHA-512","None","HIGH","/api/user/signup"
"REQUEST_JS","X-UBS-APP","4b7db120b2678ff2b2ede921645f7303bb7e58d7026953fcce9d7b7d97ceaafbbffe159b9ff0947b","SHA-512","None","HIGH","/api/user/signup"
